laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
1742,Asus,ZenBook UX430UA,Ultrabook,14.493695166088472,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.25kg,971.9558928281824
1743,HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14.325512793842535,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8GB,2TB HDD,Intel HD Graphics 405,Windows 10,1.94kg,387.67154985193224
1744,Lenovo,IdeaPad 510-15IKB,Notebook,16.182817921347574,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce 940MX,No OS,2.2kg,693.3537447492812
1745,Dell,Inspiron 5570,Notebook,17.059844032097786,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,1TB HDD,AMD Radeon 530,Windows 10,2.2kg,627.2205600363263
1746,MSI,GE72 Apache,Gaming,16.960424035643584,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.9kg,1440.8420267330841
1747,Toshiba,Satellite Pro,Notebook,15.177951938759922,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.0kg,706.3804953025544
1748,HP,EliteBook x360,2 in 1 Convertible,13.352874864078743,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.28kg,1870.3002937969088
1749,Lenovo,IdeaPad 320-15ISK,Notebook,16.001987011667204,1366x768,Intel Core i3 6006U 2GHz,8GB,2TB HDD,Nvidia GeForce 920MX ,No OS,2.2kg,454.1847725217981
1750,Dell,Inspiron 7779,2 in 1 Convertible,15.739197495148796,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Nvidia GeForce 940MX,Windows 10,2.77kg,1454.422672370764
1751,Acer,Aspire A515-51G,Notebook,16.692589840861817,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Nvidia GeForce MX150,Windows 10,2.2kg,879.3336558380719
1752,Lenovo,IdeaPad 320-15IKBN,Notebook,14.560784891309394,1366x768,Intel Core i5 7200U 2.5GHz,8GB,2TB HDD,Nvidia GeForce 940MX,No OS,2.2kg,575.969046088125
1753,Dell,Latitude 5480,Notebook,13.520351015341447,1366x768,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.6kg,1274.2528400979834
1754,HP,Probook 450,Notebook,14.687078572133892,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.04kg,733.850131741689
1755,Asus,Rog G752VL-UH71T,Gaming,16.83689200251969,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,24GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 965M,Windows 10,4.33kg,1067.9881752952813
1756,Toshiba,Portege Z30-C-16L,Ultrabook,13.062855358759002,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.2kg,1241.6011944415964
1757,Dell,Inspiron 3567,Notebook,16.628288480475998,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,AMD Radeon R5 M430,Windows 10,2.25kg,548.6404538743551
1758,Asus,Pro P2540UA-AB51,Notebook,15.555333884699007,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.37kg,601.4034543842268
1759,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,14.590177959977062,1366x768,Intel Core i7 6500U 2.5GHz,6GB,1TB HDD,AMD Radeon R5 M330,Windows 10,2.19kg,829.6705073674293
1760,Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,14.423496866706623,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.8kg,864.5522132594485
1761,Lenovo,ThinkPad X1,2 in 1 Convertible,13.212681089462196,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.42kg,2278.3015268441063
1762,Dell,Vostro 3568,Notebook,16.217036062709948,1366x768,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.18kg,590.7916688345259
1763,Asus,Rog GL702VS-GC095T,Gaming,18.91999515733995,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9kg,2188.0051453213273
1764,Acer,Predator G9-793,Gaming,18.85221328961292,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.2kg,2671.1845256007136
1765,HP,Spectre Pro,2 in 1 Convertible,13.365915632899679,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.48kg,1614.1242994347733
1766,Dell,Precision 3520,Workstation,15.474752096700255,Full HD 1920x1080,Intel Xeon E3-1505M V6 3GHz,8GB,64GB Flash Storage +  1TB HDD,Nvidia Quadro M620,Windows 10,2.23kg,1772.360613925202
1767,Toshiba,Portege Z30T-C-133,Ultrabook,12.370783757034955,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.36kg,1505.1310170490028
1768,HP,EliteBook 1040,Notebook,14.177402915642478,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.43kg,2184.563943031639
1769,HP,Envy 13-AB077cl,Ultrabook,13.23472303167766,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.39kg,1079.0392725000047
1770,Acer,Predator G9-793,Gaming,17.78548010617862,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.2kg,2289.004879480923
1771,Dell,XPS 13,Ultrabook,12.706616763173532,Touchscreen / Quad HD+ 3200x1800,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Intel UHD Graphics 620,Windows 10,1.2kg,1592.9471514078364
1772,Lenovo,IdeaPad 300-17ISK,Notebook,17.44318740784849,1600x900,Intel Core i5 6200U 2.3GHz,8GB,1.0TB HDD,AMD Radeon R5 M330,Windows 10,3.0kg,603.9371631047447
1773,Lenovo,IdeaPad 120S-14IAP,Notebook,13.197936802677926,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.44kg,335.5253728858812
1774,HP,ZBook Studio,Workstation,15.154761300937514,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia Quadro M1000M,Windows 7,2.0kg,2186.187459898819
1775,Asus,ROG G701VI,Gaming,17.92217250482259,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,512GB SSD,Nvidia GeForce GTX 1080,Windows 10,3.8kg,2402.885951733143
1776,Acer,Aspire A515-51G,Notebook,15.935045650540197,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,500GB HDD,Nvidia GeForce 940MX,Windows 10,2.2kg,651.5864184185338
1777,HP,ProBook 450,Notebook,16.377040515190764,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.04kg,887.9037234069451
1778,HP,EliteBook x360,2 in 1 Convertible,13.216449630210116,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.28kg,2605.6509785916787
1779,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,14.709399486908247,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,Nvidia GeForce GTX 1050M,Windows 10,2kg,1555.245142303776
1780,Acer,Swift SF114-31-P5HY,Notebook,12.758218486517372,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,128GB Flash Storage,Intel HD Graphics 405,Windows 10,1.6kg,283.446150660234
1781,Lenovo,Legion Y520-15IKBN,Gaming,14.56802172493688,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,No OS,2.5kg,1083.095306378219
1782,Dell,XPS 13,Ultrabook,12.412794872824595,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,1523.3617958667842
1783,Asus,ROG G703VI-E5062T,Gaming,16.625691451080854,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,32GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1080,Windows 10,4.7kg,4428.845778814551
1784,Huawei,MateBook X,Ultrabook,13.362136182930652,IPS Panel Full HD 2160x1440,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,1438.5792362259015
1785,Acer,Spin 5,2 in 1 Convertible,14.58112210232065,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6kg,1086.297655769619
1786,HP,EliteBook 850,Notebook,15.400347916696012,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD +  500GB HDD,Intel HD Graphics 520,Windows 10,1.84kg,2010.0994025326002
1787,HP,EliteBook 850,Notebook,15.845373589171047,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.84kg,1765.4167509312458
1788,Lenovo,ThinkPad E480,Notebook,12.60927661572124,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.75kg,1174.7265570810916
1789,Dell,Inspiron 3576,Notebook,15.21947990818517,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,AMD Radeon 520,Windows 10,2.13kg,678.4339437797832
1790,HP,EliteBook 820,Ultrabook,11.598354977690246,Full HD 1920x1080,Intel Core i7 6500U 2.50GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.26kg,2242.662854860348
1791,Dell,Vostro 3568,Notebook,16.896768905550797,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.18kg,761.2435718288868
1792,Asus,VivoBook Pro,Notebook,18.60913161175807,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce 150MX,Windows 10,2.1kg,1372.7704350373942
1793,Toshiba,Satellite Pro,Notebook,15.445066715684835,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,796.5279838159603
1794,Dell,Vostro 3568,Notebook,16.95957483962985,1366x768,Intel Core i3 6006U 2GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,2kg,755.8837578244085
1795,Toshiba,Tecra Z40-C-136,Ultrabook,14.361881461389496,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.47kg,1942.3882356669749
1796,Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,17.001955693914933,1366x768,Intel Core i3 6006U 2.0GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,2.1kg,422.50512419966265
1797,HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,14.794725372062564,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Intel HD Graphics 400,Windows 10,2.1kg,329.56280507382127
1798,Lenovo,ThinkPad T470,Notebook,14.070402866899446,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.65kg,1517.844905588268
1799,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,16.646976387197437,1366x768,Intel Core i7 6500U 2.5GHz,4GB,500GB HDD,Nvidia GeForce 920M,Windows 10,2.2kg,627.4263188788389
1800,Lenovo,Thinkpad Yoga,2 in 1 Convertible,12.733468759012316,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,16GB,1TB SSD,Intel HD Graphics 620,Windows 10,1.42kg,2646.4171975207
1801,Huawei,MateBook X,Ultrabook,12.610176846756875,IPS Panel Full HD 2160x1440,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,1499.2009434510976
1802,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,16.300177928057938,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,635.3769398915297
1803,Dell,Vostro 5568,Notebook,16.556535692813082,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce GT 940MX,Windows 10,1.98kg,915.6529782303995
1804,Lenovo,IdeaPad 320-15ABR,Notebook,15.18275982770451,1366x768,AMD A12-Series 9720P 3.6GHz,8GB,1TB HDD,AMD Radeon R7,Windows 10,2.2kg,369.97687392042315
1805,HP,Stream 14-AX040wm,Notebook,13.397372438398008,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB SSD,Intel HD Graphics 400,Windows 10,1.44kg,191.8321126024028
1806,Dell,XPS 13,2 in 1 Convertible,14.416426225442988,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7Y54 1.2GHz,8GB,256GB SSD,Intel HD Graphics 615,Windows 10,1.24kg,1984.6064742540975
1807,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,14.731184112256608,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4GB,500GB HDD,Intel HD Graphics,Windows 10,2.2kg,424.17008086035963
1808,Huawei,MateBook X,Ultrabook,11.809129626910345,IPS Panel Full HD 2160x1440,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,1505.1315283255935
1809,MSI,GL62M 7RD,Gaming,15.62478619638074,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2kg,987.1587761663956
1810,Lenovo,Thinkpad T460,Ultrabook,13.15622746582801,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.7kg,1666.6433713304393
1811,Razer,Blade Stealth,Ultrabook,13.259669837022429,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,1993.1000463853632
1812,Dell,Inspiron 7567,Gaming,15.595302870593953,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1.0TB Hybrid,Nvidia GeForce GTX 1050,Windows 10,2.62kg,1029.255421920293
1813,Asus,ZenBook Pro,Ultrabook,14.565750642657754,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,1.8kg,2061.1381841798448
1814,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,12.18085701641351,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6560U 2.2GHz,16GB,1TB SSD,Intel Iris Graphics 540,Windows 10,1.3kg,1824.6560566277503
1815,HP,Probook 440,Notebook,15.210029396656761,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.64kg,807.9710860293484
1816,Dell,Inspiron 5770,Notebook,17.523473536848897,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.8kg,1007.318667322822
1817,Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,17.699006985020826,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3kg,932.286000180084
1818,HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,14.903076830787226,1366x768,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.91kg,548.874651758057
1819,Acer,Extensa EX2540-58KR,Notebook,16.49168803892862,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.4kg,513.7889712921515
1820,Acer,Aspire 7,Notebook,16.557234144129737,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4kg,918.5199741791007
1821,Chuwi,LapBook 12.3,Notebook,11.348103152974442,IPS Panel Retina Display 2736x1824,Intel Celeron Quad Core N3450 1.1GHz,6GB,64GB Flash Storage,Intel HD Graphics 500,Windows 10,1.4kg,533.7327883835202
1822,HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,14.154236959433447,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4GB,1TB HDD,AMD Radeon R4,Windows 10,2.1kg,463.14576495951604
1823,Lenovo,ThinkPad Yoga,Ultrabook,12.069026688134175,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.3kg,1998.3201519622733
1824,Acer,Aspire 5,Notebook,15.854037683427586,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,12GB,1TB HDD,Nvidia GeForce MX130,Windows 10,2.2kg,630.6600790795102
1825,Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,15.708890985950772,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.9kg,1628.3878721239812
1826,Acer,Aspire ES1-523,Notebook,14.462957410343854,1366x768,AMD A8-Series 7410 2.2GHz,4GB,500GB HDD,AMD Radeon R5,Windows 10,2.4kg,431.7245928917713
1827,Lenovo,Yoga 720-13IKB,2 in 1 Convertible,12.48219130934985,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.3kg,898.9273799098171
1828,Dell,Precision 7720,Workstation,18.02607548720399,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,16GB,256GB SSD,Nvidia Quadro M1200,Windows 10,3.42kg,3181.184985197973
1829,Toshiba,Tecra Z40-C-12X,Notebook,14.310243270861484,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.47kg,1005.7766239471958
1830,Lenovo,ThinkPad 13,Notebook,13.84873268305253,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.44kg,828.0386692366368
1831,Dell,Latitude 7480,Ultrabook,12.8668458014938,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,512GB SSD,Intel HD Graphics,Windows 10,1.36kg,1424.6293574909992
1832,Dell,Vostro 3568,Notebook,15.399708984628262,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,256GB SSD,AMD Radeon R5 M420,Windows 10,2.18kg,721.6491305444067
1833,Fujitsu,Lifebook A557,Notebook,14.339155497718442,1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.2kg,642.8117398895728
1834,MSI,Leopard GP72M,Gaming,16.059365399752963,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7kg,1435.9044639624094
1835,Lenovo,Thinkpad T570,Notebook,16.45289231125481,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 630,Windows 10,1.95kg,1122.7051280107185
1836,Dell,Inspiron 5567,Notebook,14.314617339220822,1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36kg,733.31069251803
1837,HP,Probook 440,Notebook,13.976787386302625,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,Intel UHD Graphics 620,Windows 10,1.63kg,649.1319160192122
1838,Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,14.471914213545544,1366x768,AMD E-Series 6110 1.5GHz,4GB,64GB SSD,AMD Radeon R2,Windows 10 S,1.65kg,248.2215233778008
1839,Lenovo,IdeaPad 320-15ISK,Notebook,14.81475700531909,1366x768,Intel Core i3 6006U 2GHz,8GB,2TB HDD,Nvidia GeForce 920MX ,No OS,2.2kg,447.0555496807093
1840,HP,ProBook 440,Notebook,13.952025704801565,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.64kg,1188.8222767837224
1841,Dell,XPS 15,Notebook,14.753680457060886,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06kg,2836.1792640590406
1842,Lenovo,ThinkPad 13,Notebook,12.4828798661443,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.44kg,1077.316292665517
1843,HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,16.04094505336823,IPS Panel Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6GB,2TB HDD,AMD Radeon R7 M440,Windows 10,2.65kg,631.3087100408613
1844,Lenovo,Yoga 510-15IKB,2 in 1 Convertible,16.748439849901885,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMD Radeon R7 M460,Windows 10,2.08kg,801.2187496193014
1845,Asus,Rog Strix,Gaming,18.7567611962328,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.73kg,2319.9462404674196
1846,Acer,Aspire ES1-572,Notebook,14.737667030927318,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Linux,2.4kg,375.1205217648993
1847,Acer,Aspire 3,Notebook,15.617714286368914,1366x768,AMD A9-Series 9420 3GHz,6GB,1TB HDD,AMD Radeon R5,Windows 10,2.1kg,335.9718895163189
1848,Asus,X541NA-GO020T (N3350/4GB/1TB/W10),Notebook,14.467710743351267,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,Windows 10,2kg,398.35731593526543
1849,Asus,Chromebook Flip,2 in 1 Convertible,12.169992823850958,Full HD 1920x1080,Intel Core M M7-6Y75 1.2GHz,8GB,64GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.2kg,1050.3364513752467
1850,Lenovo,Thinkpad X1,Ultrabook,13.879844902374204,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.13kg,2549.0410187899665
1851,Dell,Inspiron 5570,Notebook,16.58112208365181,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.2kg,644.8214423285559
1852,Acer,Aspire A515-51G,Notebook,15.35345540478465,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,Nvidia GeForce MX130,Windows 10,2.2kg,881.3549600188691
1853,MSI,GP72MVR 7RFX,Gaming,18.68109351265335,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7kg,1195.0510693768658
1854,HP,Omen 17-W295,Gaming,15.729154042068831,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.35kg,1563.9982922902564
1855,Lenovo,ThinkPad E570,Notebook,15.733823629530987,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.3kg,700.1892871724523
1856,Dell,Inspiron 3567,Notebook,15.45416525633072,1366x768,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.3kg,376.2313946485677
1857,Acer,Swift 7,Ultrabook,14.501480666729353,IPS Panel Full HD 1920x1080,Intel Core i5 7Y54 1.2GHz,8GB,256GB SSD,Intel HD Graphics 615,Windows 10,1.12kg,816.7601340305567
1858,Asus,ZenBook UX430UN,Ultrabook,13.75236277895181,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Nvidia GeForce MX150,Windows 10,1.3kg,1295.7362290598162
1859,Lenovo,IdeaPad Y900-17ISK,Gaming,16.57962446821398,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,256GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX 980M,Windows 10,4.6kg,2508.659526835774
1860,Lenovo,IdeaPad 310-15ISK,Notebook,16.161614484603575,Full HD 1920x1080,Intel Core i3 6100U 2.3GHz,6GB,128GB SSD,Nvidia GeForce 920MX,Windows 10,2.4kg,465.2950249516551
1861,Dell,Inspiron 5577,Gaming,14.631303402798688,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.56kg,852.6037830974825
1862,Dell,Inspiron 5567,Notebook,16.31898186910719,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,1TB HDD,AMD Radeon R7 M445,Windows 10,2.3kg,1024.925070517623
1863,HP,Spectre 13-V111dx,Ultrabook,13.242635590176,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.11kg,1179.3607362695072
1864,Acer,Aspire 5,Notebook,14.913451936729007,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,Nvidia GeForce MX150,Windows 10,2.2kg,754.9517775754819
1865,Huawei,MateBook X,Ultrabook,13.531481606545766,IPS Panel Full HD 2160x1440,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,1519.2719886112234
1866,Fujitsu,Lifebook A557,Notebook,14.595900469262139,1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.2kg,684.730985212074
1867,Asus,Rog Strix,Gaming,18.233108842849063,Full HD 1920x1080,AMD Ryzen 1600 3.2GHz,8GB,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows 10,3.2kg,1802.2866495418027
